userId,type,numberOfStamps,Date,HrOD,WOD,TOD,date
5775705dc3900d02658da755,1,1,3/13/17,21,Mon,21:26:57,2017-03-13T21:26:57.000Z
5776baaff2560abe7b425231,1,1,3/13/17,21,Mon,21:15:41,2017-03-13T21:15:41.000Z
587d4e5dcbd01acf0b1d57b5,1,1,3/13/17,21,Mon,21:01:04,2017-03-13T21:01:04.000Z
58b1f4bd2fe93fba66befe62,1,1,3/13/17,20,Mon,20:39:54,2017-03-13T20:39:54.000Z
5776a0a8f2560abe7b424d1f,1,1,3/13/17,20,Mon,20:38:33,2017-03-13T20:38:33.000Z
57769ba2f2560abe7b424c93,2,,3/13/17,20,Mon,20:36:54,2017-03-13T20:36:54.000Z
5864198b3dd619f921c84b27,1,1,3/13/17,20,Mon,20:34:36,2017-03-13T20:34:36.000Z
58c70000af535961248765c7,1,2,3/13/17,20,Mon,20:24:55,2017-03-13T20:24:55.000Z
58c70000af535961248765c7,4,,3/13/17,20,Mon,20:24:53,2017-03-13T20:24:53.000Z
58c70000af535961248765c7,4,,3/13/17,20,Mon,20:24:52,2017-03-13T20:24:52.000Z
577689baf2560abe7b42496d,1,1,3/13/17,20,Mon,20:18:59,2017-03-13T20:18:59.000Z
57752c32f2560abe7b423dfe,1,1,3/13/17,20,Mon,20:13:02,2017-03-13T20:13:02.000Z
5775409df2560abe7b42402f,1,1,3/13/17,20,Mon,20:11:43,2017-03-13T20:11:43.000Z
578069ac6a166e6757404331,1,3,3/13/17,19,Mon,19:49:46,2017-03-13T19:49:46.000Z
57763857f2560abe7b424655,1,1,3/13/17,19,Mon,19:41:58,2017-03-13T19:41:58.000Z
584d9f8367c748fd3f6aa215,1,1,3/13/17,19,Mon,19:40:32,2017-03-13T19:40:32.000Z
57768ba4f2560abe7b4249c2,5,-1,3/13/17,19,Mon,19:39:06,2017-03-13T19:39:06.000Z
57768ba4f2560abe7b4249c2,1,2,3/13/17,19,Mon,19:39:17,2017-03-13T19:39:17.000Z
57752d13f2560abe7b423e1f,1,2,3/13/17,19,Mon,19:24:39,2017-03-13T19:24:39.000Z
583782e2a680c6ef59b5a7d9,1,2,3/13/17,19,Mon,19:02:47,2017-03-13T19:02:47.000Z
5775327ef2560abe7b423e8d,1,3,3/13/17,18,Mon,18:54:33,2017-03-13T18:54:33.000Z
58c4d3bbaf535961248765a2,1,2,3/13/17,18,Mon,18:38:03,2017-03-13T18:38:03.000Z
58c6e5102fe93fba66beff5d,1,1,3/13/17,18,Mon,18:29:44,2017-03-13T18:29:44.000Z
58c6e5102fe93fba66beff5d,4,,3/13/17,18,Mon,18:29:29,2017-03-13T18:29:29.000Z
577690bbf2560abe7b424aa9,1,1,3/13/17,3,Mon,3:43:02,2017-03-13T03:43:02.000Z
5776b526f2560abe7b425127,1,2,3/13/17,3,Mon,3:41:45,2017-03-13T03:41:45.000Z
577621f2f2560abe7b42425e,1,1,3/13/17,2,Mon,2:44:29,2017-03-13T02:44:29.000Z
577621f2f2560abe7b42425e,1,1,3/13/17,2,Mon,2:44:27,2017-03-13T02:44:27.000Z
57753129f2560abe7b423e51,1,3,3/13/17,2,Mon,2:42:19,2017-03-13T02:42:19.000Z
577689baf2560abe7b42496d,1,2,3/13/17,2,Mon,2:39:43,2017-03-13T02:39:43.000Z
57769aeef2560abe7b424c74,1,1,3/13/17,2,Mon,2:21:14,2017-03-13T02:21:14.000Z
58c5ffd4af535961248765c2,1,1,3/13/17,2,Mon,2:11:50,2017-03-13T02:11:50.000Z
58c5ffd4af535961248765c2,4,,3/13/17,2,Mon,2:11:48,2017-03-13T02:11:48.000Z
577629b2f2560abe7b4243b8,1,1,3/13/17,2,Mon,2:10:45,2017-03-13T02:10:45.000Z
5864198b3dd619f921c84b27,1,1,3/13/17,2,Mon,2:01:43,2017-03-13T02:01:43.000Z
58c5f9fc2fe93fba66beff56,1,2,3/13/17,1,Mon,1:46:32,2017-03-13T01:46:32.000Z
58c5f9fc2fe93fba66beff56,4,,3/13/17,1,Mon,1:46:40,2017-03-13T01:46:40.000Z
577c5f956a166e675740430b,2,,3/13/17,1,Mon,1:38:02,2017-03-13T01:38:02.000Z
5776bc49f2560abe7b425279,1,1,3/13/17,1,Mon,1:36:21,2017-03-13T01:36:21.000Z
5776bc49f2560abe7b425279,1,2,3/13/17,1,Mon,1:35:07,2017-03-13T01:35:07.000Z
577680bff2560abe7b4247d7,1,3,3/13/17,1,Mon,1:16:38,2017-03-13T01:16:38.000Z
5776b9d2f2560abe7b425209,1,4,3/13/17,1,Mon,1:11:33,2017-03-13T01:11:33.000Z
57767e47f2560abe7b42476e,1,2,3/13/17,1,Mon,1:08:28,2017-03-13T01:08:28.000Z
57dcb97022c3ffdf33418c1a,1,2,3/13/17,1,Mon,1:07:48,2017-03-13T01:07:48.000Z
577543caf2560abe7b4240af,1,1,3/13/17,1,Mon,1:05:56,2017-03-13T01:05:56.000Z
58c5ef37af535961248765b8,1,2,3/13/17,1,Mon,1:01:01,2017-03-13T01:01:01.000Z
58c5ef37af535961248765b8,4,,3/13/17,1,Mon,1:00:46,2017-03-13T01:00:46.000Z
58c5eef22fe93fba66beff4d,1,4,3/13/17,0,Mon,0:59:42,2017-03-13T00:59:42.000Z
58c5eef22fe93fba66beff4d,4,,3/13/17,0,Mon,0:59:44,2017-03-13T00:59:44.000Z
57cc6af1b0939c900bb00d96,1,1,3/13/17,0,Mon,0:46:15,2017-03-13T00:46:15.000Z
5876c893e2c690405e1893ea,1,2,3/13/17,0,Mon,0:37:43,2017-03-13T00:37:43.000Z
57762e2ef2560abe7b424484,1,2,3/13/17,0,Mon,0:35:48,2017-03-13T00:35:48.000Z
57753803f2560abe7b423f75,1,2,3/13/17,0,Mon,0:30:04,2017-03-13T00:30:04.000Z
58af9afe2fe93fba66befe47,1,1,3/13/17,0,Mon,0:28:35,2017-03-13T00:28:35.000Z
5776b5d6f2560abe7b425146,1,1,3/13/17,0,Mon,0:07:20,2017-03-13T00:07:20.000Z
5775367df2560abe7b423f36,1,2,3/13/17,0,Mon,0:04:59,2017-03-13T00:04:59.000Z
577626c3f2560abe7b424336,1,1,3/13/17,0,Mon,0:01:27,2017-03-13T00:01:27.000Z
577626c3f2560abe7b424336,1,1,3/13/17,0,Mon,0:00:20,2017-03-13T00:00:20.000Z
577626c3f2560abe7b424336,2,,3/13/17,0,Mon,0:00:18,2017-03-13T00:00:18.000Z
57761c46f2560abe7b424170,1,1,3/12/17,23,Sun,23:36:17,2017-03-12T23:36:17.000Z
5776bbbef2560abe7b425260,1,2,3/12/17,23,Sun,23:14:28,2017-03-12T23:14:28.000Z
57752cecf2560abe7b423e19,1,1,3/12/17,23,Sun,23:12:04,2017-03-12T23:12:04.000Z
57768fb9f2560abe7b424a7d,1,1,3/12/17,23,Sun,23:11:15,2017-03-12T23:11:15.000Z
582e711e65b4552f14d38a87,1,2,3/12/17,23,Sun,23:07:17,2017-03-12T23:07:17.000Z
582e711e65b4552f14d38a87,1,1,3/12/17,23,Sun,23:06:21,2017-03-12T23:06:21.000Z
582e711e65b4552f14d38a87,2,,3/12/17,23,Sun,23:06:33,2017-03-12T23:06:33.000Z
57762c7ff2560abe7b424437,2,,3/12/17,23,Sun,23:00:04,2017-03-12T23:00:04.000Z
57762c7ff2560abe7b424437,1,2,3/12/17,22,Sun,22:59:50,2017-03-12T22:59:50.000Z
577636aaf2560abe7b42460a,1,1,3/12/17,22,Sun,22:59:13,2017-03-12T22:59:13.000Z
57753f10f2560abe7b423ff6,1,1,3/12/17,22,Sun,22:58:20,2017-03-12T22:58:20.000Z
58c5cff62fe93fba66beff4a,1,3,3/12/17,22,Sun,22:47:18,2017-03-12T22:47:18.000Z
58c5cff62fe93fba66beff4a,4,,3/12/17,22,Sun,22:47:17,2017-03-12T22:47:17.000Z
58c5cff62fe93fba66beff4a,4,,3/12/17,22,Sun,22:47:13,2017-03-12T22:47:13.000Z
57752f7af2560abe7b423e3b,1,1,3/12/17,22,Sun,22:38:01,2017-03-12T22:38:01.000Z
58c5cd632fe93fba66beff49,1,2,3/12/17,22,Sun,22:36:27,2017-03-12T22:36:27.000Z
58c5cd632fe93fba66beff49,4,,3/12/17,22,Sun,22:36:26,2017-03-12T22:36:26.000Z
5775e68cc3900d02658da76f,1,2,3/12/17,22,Sun,22:33:43,2017-03-12T22:33:43.000Z
57762620f2560abe7b42431b,2,,3/12/17,22,Sun,22:33:08,2017-03-12T22:33:08.000Z
5775d1dcc3900d02658da76b,1,1,3/12/17,22,Sun,22:23:12,2017-03-12T22:23:12.000Z
58619f933dd619f921c84b10,1,2,3/12/17,22,Sun,22:15:56,2017-03-12T22:15:56.000Z
5776381df2560abe7b42464b,1,1,3/12/17,22,Sun,22:14:08,2017-03-12T22:14:08.000Z
57762c2bf2560abe7b424427,1,2,3/12/17,22,Sun,22:09:37,2017-03-12T22:09:37.000Z
57762ab3f2560abe7b4243e6,1,1,3/12/17,22,Sun,22:08:30,2017-03-12T22:08:30.000Z
57752d06f2560abe7b423e1d,1,1,3/12/17,22,Sun,22:04:08,2017-03-12T22:04:08.000Z
58c5c5132fe93fba66beff48,1,2,3/12/17,22,Sun,22:01:05,2017-03-12T22:01:05.000Z
58c5c5132fe93fba66beff48,4,,3/12/17,22,Sun,22:01:04,2017-03-12T22:01:04.000Z
58c5c5132fe93fba66beff48,4,,3/12/17,22,Sun,22:00:57,2017-03-12T22:00:57.000Z
57754422f2560abe7b4240bd,1,1,3/12/17,21,Sun,21:59:35,2017-03-12T21:59:35.000Z
57761c46f2560abe7b424170,1,1,3/12/17,21,Sun,21:58:55,2017-03-12T21:58:55.000Z
57753f9ff2560abe7b42400d,1,2,3/12/17,21,Sun,21:58:19,2017-03-12T21:58:19.000Z
58be23df11cc88957459114e,1,1,3/12/17,21,Sun,21:48:49,2017-03-12T21:48:49.000Z
58be23df11cc88957459114e,1,2,3/12/17,21,Sun,21:47:41,2017-03-12T21:47:41.000Z
57768a75f2560abe7b42498e,1,2,3/12/17,21,Sun,21:45:45,2017-03-12T21:45:45.000Z
58af58472fe93fba66befe43,1,2,3/12/17,21,Sun,21:41:19,2017-03-12T21:41:19.000Z
5775ad4ac3900d02658da765,1,2,3/12/17,21,Sun,21:38:35,2017-03-12T21:38:35.000Z
586b0350cbd01acf0b1d5742,1,2,3/12/17,21,Sun,21:37:51,2017-03-12T21:37:51.000Z
57769976f2560abe7b424c32,1,1,3/12/17,21,Sun,21:30:36,2017-03-12T21:30:36.000Z
5775333ef2560abe7b423eae,1,2,3/12/17,21,Sun,21:29:47,2017-03-12T21:29:47.000Z
577698bcf2560abe7b424c11,1,2,3/12/17,21,Sun,21:28:12,2017-03-12T21:28:12.000Z
577639e2f2560abe7b42469d,1,1,3/12/17,21,Sun,21:24:10,2017-03-12T21:24:10.000Z
577536a8f2560abe7b423f3d,1,1,3/12/17,21,Sun,21:20:10,2017-03-12T21:20:10.000Z
57752c1df2560abe7b423dfb,1,1,3/12/17,21,Sun,21:19:57,2017-03-12T21:19:57.000Z
58c5badd2fe93fba66beff46,1,3,3/12/17,21,Sun,21:17:16,2017-03-12T21:17:16.000Z
58c5badd2fe93fba66beff46,4,,3/12/17,21,Sun,21:17:28,2017-03-12T21:17:28.000Z
57753dd1f2560abe7b423fdb,1,2,3/12/17,21,Sun,21:15:36,2017-03-12T21:15:36.000Z
58b8f3f22fe93fba66befeb8,1,2,3/12/17,21,Sun,21:14:39,2017-03-12T21:14:39.000Z
5855ff2067c748fd3f6aa247,1,1,3/12/17,21,Sun,21:12:27,2017-03-12T21:12:27.000Z
57763d75f2560abe7b424742,1,1,3/12/17,21,Sun,21:11:36,2017-03-12T21:11:36.000Z
57769951f2560abe7b424c2c,1,2,3/12/17,21,Sun,21:09:46,2017-03-12T21:09:46.000Z
58b20c682fe93fba66befe65,1,1,3/12/17,21,Sun,21:04:32,2017-03-12T21:04:32.000Z
577535a7f2560abe7b423f15,1,2,3/12/17,20,Sun,20:50:54,2017-03-12T20:50:54.000Z
57761c46f2560abe7b424170,1,1,3/12/17,20,Sun,20:47:52,2017-03-12T20:47:52.000Z
57761c46f2560abe7b424170,2,,3/12/17,20,Sun,20:47:51,2017-03-12T20:47:51.000Z
58c5b1182fe93fba66beff41,1,1,3/12/17,20,Sun,20:44:42,2017-03-12T20:44:42.000Z
58c5b27baf535961248765ac,1,3,3/12/17,20,Sun,20:41:45,2017-03-12T20:41:45.000Z
58c5b27baf535961248765ac,4,,3/12/17,20,Sun,20:41:42,2017-03-12T20:41:42.000Z
57806b306a166e6757404332,1,1,3/12/17,20,Sun,20:40:03,2017-03-12T20:40:03.000Z
57806b306a166e6757404332,2,,3/12/17,20,Sun,20:39:49,2017-03-12T20:39:49.000Z
58c5b1e42fe93fba66beff42,1,1,3/12/17,20,Sun,20:38:58,2017-03-12T20:38:58.000Z
58c5b1e42fe93fba66beff42,4,,3/12/17,20,Sun,20:38:55,2017-03-12T20:38:55.000Z
581e3fa63de477d46b06b916,1,1,3/12/17,20,Sun,20:37:52,2017-03-12T20:37:52.000Z
58c5b1182fe93fba66beff41,1,3,3/12/17,20,Sun,20:37:13,2017-03-12T20:37:13.000Z
58c5b1182fe93fba66beff41,1,6,3/12/17,20,Sun,20:35:47,2017-03-12T20:35:47.000Z
58c5b1182fe93fba66beff41,4,,3/12/17,20,Sun,20:35:43,2017-03-12T20:35:43.000Z
57768813f2560abe7b424920,1,2,3/12/17,20,Sun,20:29:10,2017-03-12T20:29:10.000Z
57752cf3f2560abe7b423e1a,1,4,3/12/17,20,Sun,20:24:46,2017-03-12T20:24:46.000Z
57769ab9f2560abe7b424c6c,1,1,3/12/17,20,Sun,20:20:54,2017-03-12T20:20:54.000Z
57763a26f2560abe7b4246aa,1,2,3/12/17,20,Sun,20:12:57,2017-03-12T20:12:57.000Z
57769ba2f2560abe7b424c93,1,2,3/12/17,19,Sun,19:56:36,2017-03-12T19:56:36.000Z
577532f8f2560abe7b423ea2,1,2,3/12/17,19,Sun,19:35:47,2017-03-12T19:35:47.000Z
5776bc6cf2560abe7b42527f,1,3,3/12/17,19,Sun,19:33:17,2017-03-12T19:33:17.000Z
58c5a11caf535961248765aa,1,1,3/12/17,19,Sun,19:27:35,2017-03-12T19:27:35.000Z
58c5a11caf535961248765aa,4,,3/12/17,19,Sun,19:27:45,2017-03-12T19:27:45.000Z
5775425cf2560abe7b424075,2,,3/12/17,19,Sun,19:25:55,2017-03-12T19:25:55.000Z
57761d7df2560abe7b42419e,1,3,3/12/17,19,Sun,19:09:38,2017-03-12T19:09:38.000Z
58ae01212afeac8b6d74e611,1,1,3/12/17,19,Sun,19:04:06,2017-03-12T19:04:06.000Z
58ae01212afeac8b6d74e611,1,1,3/12/17,19,Sun,19:03:49,2017-03-12T19:03:49.000Z
57783b1a5e812cbc5c0f8192,1,2,3/12/17,18,Sun,18:56:04,2017-03-12T18:56:04.000Z
57762b41f2560abe7b424400,1,1,3/12/17,18,Sun,18:51:52,2017-03-12T18:51:52.000Z
57752bfdf2560abe7b423df6,1,1,3/12/17,18,Sun,18:31:44,2017-03-12T18:31:44.000Z
58c4d5ecaf535961248765a3,1,2,3/12/17,5,Sun,5:06:57,2017-03-12T05:06:57.000Z
58c4d5ecaf535961248765a3,1,5,3/12/17,5,Sun,5:00:56,2017-03-12T05:00:56.000Z
58c4d5ecaf535961248765a3,4,,3/12/17,5,Sun,5:00:53,2017-03-12T05:00:53.000Z
58c4d3bbaf535961248765a2,1,3,3/12/17,4,Sun,4:51:18,2017-03-12T04:51:18.000Z
58c4d3bbaf535961248765a2,4,,3/12/17,4,Sun,4:51:27,2017-03-12T04:51:27.000Z
58a1055f4d4a0ac2048e6171,1,2,3/12/17,4,Sun,4:49:42,2017-03-12T04:49:42.000Z
57763a26f2560abe7b4246aa,1,2,3/12/17,4,Sun,4:43:07,2017-03-12T04:43:07.000Z
57768419f2560abe7b42486c,1,4,3/12/17,4,Sun,4:40:56,2017-03-12T04:40:56.000Z
58c4cf452fe93fba66beff39,1,4,3/12/17,4,Sun,4:36:06,2017-03-12T04:36:06.000Z
58c4cf452fe93fba66beff39,1,2,3/12/17,4,Sun,4:34:15,2017-03-12T04:34:15.000Z
58c4cf452fe93fba66beff39,1,1,3/12/17,4,Sun,4:32:12,2017-03-12T04:32:12.000Z
58c4cf452fe93fba66beff39,4,,3/12/17,4,Sun,4:32:10,2017-03-12T04:32:10.000Z
58c4ce382fe93fba66beff38,1,5,3/12/17,4,Sun,4:31:44,2017-03-12T04:31:44.000Z
58c4ce382fe93fba66beff38,4,,3/12/17,4,Sun,4:27:28,2017-03-12T04:27:28.000Z
5848ab11c41ec4a91999fce4,1,2,3/12/17,4,Sun,4:22:54,2017-03-12T04:22:54.000Z
57f54e72469fef6874e9528b,1,1,3/12/17,4,Sun,4:21:55,2017-03-12T04:21:55.000Z
578069ac6a166e6757404331,1,2,3/12/17,3,Sun,3:48:41,2017-03-12T03:48:41.000Z
578069ac6a166e6757404331,2,,3/12/17,3,Sun,3:48:52,2017-03-12T03:48:52.000Z
5785b1e56a166e6757404358,1,2,3/12/17,3,Sun,3:34:12,2017-03-12T03:34:12.000Z
58c4c17faf535961248765a0,1,3,3/12/17,3,Sun,3:33:25,2017-03-12T03:33:25.000Z
58c4c17faf535961248765a0,4,,3/12/17,3,Sun,3:33:23,2017-03-12T03:33:23.000Z
586b20453dd619f921c84b5d,1,4,3/12/17,3,Sun,3:31:25,2017-03-12T03:31:25.000Z
583e380267c748fd3f6aa1b0,1,2,3/12/17,3,Sun,3:25:52,2017-03-12T03:25:52.000Z
5892a35cc3195b1008165692,1,1,3/12/17,2,Sun,2:49:28,2017-03-12T02:49:28.000Z
5776da79c3900d02658da774,1,1,3/12/17,2,Sun,2:45:51,2017-03-12T02:45:51.000Z
5776da79c3900d02658da774,1,1,3/12/17,2,Sun,2:45:04,2017-03-12T02:45:04.000Z
57763dfdf2560abe7b42475b,1,1,3/12/17,2,Sun,2:44:01,2017-03-12T02:44:01.000Z
578849f488b6d2cc5e92dda2,1,1,3/12/17,2,Sun,2:40:37,2017-03-12T02:40:37.000Z
57753809f2560abe7b423f76,1,1,3/12/17,2,Sun,2:34:29,2017-03-12T02:34:29.000Z
58448fe667c748fd3f6aa1de,1,1,3/12/17,2,Sun,2:17:52,2017-03-12T02:17:52.000Z
58b0eada2fe93fba66befe57,1,1,3/12/17,2,Sun,2:13:02,2017-03-12T02:13:02.000Z
5776bc49f2560abe7b425279,1,1,3/12/17,1,Sun,1:58:27,2017-03-12T01:58:27.000Z
589e34b9f79f09e55ff43341,1,3,3/12/17,1,Sun,1:54:43,2017-03-12T01:54:43.000Z
5833c79665b4552f14d38aad,1,2,3/12/17,1,Sun,1:50:43,2017-03-12T01:50:43.000Z
58c4a93baf5359612487659f,1,2,3/12/17,1,Sun,1:49:57,2017-03-12T01:49:57.000Z
58c4a93baf5359612487659f,4,,3/12/17,1,Sun,1:49:55,2017-03-12T01:49:55.000Z
57c0de1a8a9dcf4d713dd6aa,1,2,3/12/17,1,Sun,1:42:45,2017-03-12T01:42:45.000Z
57752c4cf2560abe7b423e02,1,1,3/12/17,1,Sun,1:38:50,2017-03-12T01:38:50.000Z
57763cfbf2560abe7b42472b,1,3,3/12/17,1,Sun,1:32:34,2017-03-12T01:32:34.000Z
57754490f2560abe7b4240ce,1,2,3/12/17,1,Sun,1:29:21,2017-03-12T01:29:21.000Z
57953035be66b3e530c14299,1,1,3/12/17,1,Sun,1:10:49,2017-03-12T01:10:49.000Z
57767ee3f2560abe7b424784,1,2,3/12/17,1,Sun,1:07:08,2017-03-12T01:07:08.000Z
57767ee3f2560abe7b424784,2,,3/12/17,1,Sun,1:07:07,2017-03-12T01:07:07.000Z
57754490f2560abe7b4240ce,1,1,3/12/17,1,Sun,1:01:02,2017-03-12T01:01:02.000Z
57754274f2560abe7b424079,1,1,3/12/17,0,Sun,0:58:55,2017-03-12T00:58:55.000Z
57769650f2560abe7b424ba3,1,2,3/12/17,0,Sun,0:57:43,2017-03-12T00:57:43.000Z
57769676f2560abe7b424baa,1,2,3/12/17,0,Sun,0:46:53,2017-03-12T00:46:53.000Z
57753a04f2560abe7b423fa0,1,1,3/12/17,0,Sun,0:03:38,2017-03-12T00:03:38.000Z
578999e2d8eb668c3d9e753e,1,2,3/12/17,0,Sun,0:02:34,2017-03-12T00:02:34.000Z
5776bb79f2560abe7b425254,1,1,3/12/17,0,Sun,0:01:51,2017-03-12T00:01:51.000Z
5776bb79f2560abe7b425254,1,1,3/12/17,0,Sun,0:00:32,2017-03-12T00:00:32.000Z
57768813f2560abe7b424920,1,2,3/11/17,23,Sat,23:51:25,2017-03-11T23:51:25.000Z
587d4e5dcbd01acf0b1d57b5,1,2,3/11/17,23,Sat,23:45:37,2017-03-11T23:45:37.000Z
577696cdf2560abe7b424bba,1,1,3/11/17,23,Sat,23:43:29,2017-03-11T23:43:29.000Z
5775315ef2560abe7b423e5a,1,1,3/11/17,23,Sat,23:42:39,2017-03-11T23:42:39.000Z
57769860f2560abe7b424c00,1,1,3/11/17,23,Sat,23:35:22,2017-03-11T23:35:22.000Z
5865cf4a3dd619f921c84b3a,1,1,3/11/17,23,Sat,23:32:45,2017-03-11T23:32:45.000Z
57753803f2560abe7b423f75,1,1,3/11/17,23,Sat,23:27:02,2017-03-11T23:27:02.000Z
57ca2593fb19aaa502f29adf,1,2,3/11/17,23,Sat,23:22:20,2017-03-11T23:22:20.000Z
58794375cbd01acf0b1d5794,1,2,3/11/17,23,Sat,23:20:38,2017-03-11T23:20:38.000Z
586d9367cbd01acf0b1d5753,1,2,3/11/17,23,Sat,23:18:22,2017-03-11T23:18:22.000Z
58c48590af5359612487659d,1,1,3/11/17,23,Sat,23:17:55,2017-03-11T23:17:55.000Z
58c48590af5359612487659d,4,,3/11/17,23,Sat,23:17:40,2017-03-11T23:17:40.000Z
58c485662fe93fba66beff34,1,1,3/11/17,23,Sat,23:16:52,2017-03-11T23:16:52.000Z
58c485662fe93fba66beff34,4,,3/11/17,23,Sat,23:16:50,2017-03-11T23:16:50.000Z
57761c8ff2560abe7b42417c,1,2,3/11/17,23,Sat,23:03:18,2017-03-11T23:03:18.000Z
